url_length,num_dots,num_hyphens,num_digits,has_at_symbol,has_ip,num_subdomains,entropy,num_forms,num_inputs,has_password,num_iframes,keyword_score,bert_score
36,2,0,0,0,0,1,3.8145364592347777,1,8,0,0,1,0.7065286636352539
64,3,0,6,1,0,1,4.183518072054204,1,1,1,0,1,0.9992297887802124
65,2,0,4,0,0,1,4.210604453138332,1,5,0,0,12,0.8894364833831787
23,1,0,2,0,0,0,3.9361804341297555,0,0,0,0,2,0.9990241527557373
38,2,0,0,0,0,0,4.155565013329719,1,3,1,0,1,0.9887366890907288
50,3,0,0,1,0,0,4.453660689688186,1,3,1,0,1,0.9887366890907288
62,2,3,0,0,0,1,4.3548654152889466,0,0,0,0,8,0.9994335770606995
67,2,3,0,0,0,1,4.201762840896808,0,0,0,0,8,0.9994335770606995
61,2,3,0,0,0,1,4.337974788446958,0,0,0,0,8,0.9994335770606995
49,2,0,3,0,0,1,4.414119610986424,1,5,0,0,12,0.8894364833831787
114,4,2,16,0,0,3,5.0157961862865665,0,0,0,0,1,0.9918559789657593
45,3,0,0,0,0,1,3.9390908078646256,1,2,1,0,7,0.7650953531265259
46,3,0,0,0,0,1,3.944666510772433,1,2,1,0,7,0.7650953531265259
44,2,2,6,0,0,1,4.311037868342278,1,13,0,0,3,0.9808674454689026
55,2,3,6,0,0,1,4.407743804040392,0,0,0,0,1,0.9848004579544067
37,2,2,6,0,0,1,4.303783770917412,1,6,0,0,4,0.8487614393234253
49,2,2,6,0,0,1,4.408191160875132,1,2,0,0,3,0.7126674652099609
26,2,0,0,0,0,1,3.9500637564362093,1,8,0,0,1,0.992641031742096
39,1,0,1,0,0,0,3.904009834735909,1,1,0,0,0,0.989069938659668
40,1,2,0,0,0,0,4.125070520364182,0,0,0,0,1,0.9488963484764099
51,2,2,0,0,0,0,4.131183009929774,0,0,0,0,1,0.9488963484764099
44,2,2,0,0,0,1,4.217859107657963,0,0,0,0,1,0.9488963484764099
41,2,3,0,0,0,1,4.055501322050909,0,0,0,0,0,0.9876577854156494
39,2,1,0,0,0,1,4.057855988582063,0,0,0,0,2,0.987022340297699
42,2,2,0,0,0,1,4.0556753873640545,0,0,0,0,1,0.9863130450248718
42,2,1,0,0,0,1,4.234479554133744,0,0,0,0,18,0.8698177933692932
35,2,1,0,0,0,1,4.028445159431229,0,0,0,0,0,0.9801193475723267
26,2,0,3,0,0,1,4.026986833359286,1,5,0,0,2,0.9940869808197021
34,2,0,0,0,0,1,4.0796786498829745,1,9,0,0,1,0.9963086247444153
33,2,1,0,0,0,1,4.0785061502394475,2,9,0,0,2,0.9765074253082275
37,2,2,6,0,0,1,4.371087149178846,1,13,0,0,3,0.9526655673980713
34,2,0,3,0,0,1,4.172185915404347,1,13,0,0,2,0.8777371048927307
40,2,1,2,0,0,1,4.234183719779189,2,8,0,0,4,0.9486960768699646
48,2,4,0,0,0,1,4.167481250360579,1,14,0,0,6,0.9794425368309021
36,2,2,6,0,0,1,4.065079515030718,1,13,0,0,1,0.9846801161766052
56,2,1,4,0,0,1,4.505678975815086,1,8,0,0,2,0.9944697618484497
27,2,0,1,0,0,1,4.106377316818028,1,9,0,0,1,0.9644954800605774
40,2,0,0,0,0,1,3.975070520364181,1,13,0,0,3,0.9143112301826477
31,2,3,0,0,0,1,4.106949132758152,1,9,0,0,0,0.9593938589096069
40,2,2,6,0,0,1,4.225070520364182,1,13,0,0,3,0.8444631099700928
46,2,2,6,0,0,1,4.501397825434102,1,13,0,0,4,0.9739582538604736
40,2,0,0,0,0,1,4.103055907333275,2,10,0,0,5,0.9829239249229431
42,2,2,6,0,0,1,4.33209539866017,1,13,0,0,2,0.9633938074111938
48,2,0,4,0,0,1,4.313721875540868,1,10,0,0,0,0.9602066278457642
51,2,4,6,0,0,1,4.397532204546911,1,3,0,0,2,0.8884627819061279
38,2,2,6,0,0,1,4.260828171224455,1,13,0,0,3,0.9507778286933899
28,2,0,0,0,0,1,4.182005814760214,1,9,0,0,2,0.5509127974510193
42,2,2,6,0,0,1,4.248529327128575,1,13,0,0,3,0.9679806232452393
39,2,2,6,0,0,1,4.131054782742918,3,39,0,0,1,0.9238662719726562
45,2,0,6,0,0,1,4.491418651692921,1,8,0,0,2,0.646155595779419
29,2,0,5,0,0,1,4.349191770915039,1,8,0,0,2,0.9811615943908691
41,2,2,6,0,0,1,4.424267553240269,1,13,0,0,1,0.8334531784057617
43,2,0,0,0,0,1,4.297675800911846,1,10,0,0,2,0.9270483255386353
45,2,0,0,0,0,1,4.061530252405224,1,8,0,0,3,0.9883503913879395
32,2,0,4,0,0,1,3.952819531114783,1,8,0,0,3,0.9914953708648682
41,2,0,3,0,0,1,4.259514199528964,1,8,0,0,2,0.646155595779419
41,2,2,8,0,0,1,4.735362370366206,1,8,0,0,0,0.9891019463539124
43,2,2,6,0,0,1,4.315231324217973,1,13,0,0,1,0.7451188564300537
39,2,2,6,0,0,1,4.419391000636162,1,13,0,0,4,0.6751981377601624
27,2,0,0,0,0,1,3.838039816898156,1,9,0,0,2,0.9861724972724915
42,2,2,6,0,0,1,4.377336696990887,1,13,0,0,4,0.9309657216072083
29,2,0,0,0,0,1,4.21126073643228,1,8,0,0,2,0.5894675850868225
30,2,0,5,0,0,1,4.1898980954642875,1,8,0,0,1,0.925001859664917
45,2,2,6,0,0,1,4.391635874011298,1,2,0,0,5,0.997757613658905
39,2,2,6,0,0,1,3.933375143139157,1,13,0,0,3,0.9774322509765625
47,2,2,0,0,0,1,4.319714383224282,1,7,0,0,3,0.9908758401870728
44,2,2,6,0,0,1,4.40796201621706,2,36,0,0,5,0.9946675300598145
35,2,1,2,0,0,1,4.107156230921613,1,13,0,0,3,0.9786998629570007
43,2,2,6,0,0,1,4.228363010415425,1,13,0,0,1,0.7451188564300537
26,2,0,0,0,0,1,3.9500637564362093,1,8,0,0,2,0.6696945428848267
38,2,0,18,0,0,1,4.37636394821296,1,8,0,0,0,0.9432919025421143
31,2,0,0,0,0,1,3.9134007456613773,1,8,0,0,2,0.9122052192687988
44,2,0,6,0,0,1,4.436260027531526,1,8,0,0,2,0.646155595779419
26,2,0,3,0,0,1,4.2098671219040344,2,9,0,0,1,0.9352567791938782
30,2,0,0,0,0,1,3.9898980954642878,1,8,0,0,3,0.9764545559883118
36,2,0,0,0,0,1,4.062305474194333,2,12,0,0,4,0.9681776762008667
33,2,1,3,0,0,1,4.187889194919351,1,6,0,0,1,0.9914054870605469
40,2,0,7,0,0,1,4.306198332810095,1,8,0,0,1,0.9727023243904114
33,2,1,0,0,0,1,4.248495255525412,1,8,0,0,3,0.9509153366088867
35,2,1,0,0,0,1,4.4575751596784805,1,9,0,0,3,0.960432767868042
46,2,2,6,0,0,1,4.0498565225391685,1,13,0,0,1,0.9918255805969238
40,2,2,6,0,0,1,4.296439344671016,2,26,0,0,1,0.9869148135185242
34,2,0,2,0,0,1,4.160704752887782,1,8,0,0,2,0.981279730796814
39,2,1,0,0,0,1,4.141064001347103,2,5,0,1,7,0.9936202168464661
42,2,0,0,0,0,1,4.272804327334621,1,8,0,0,2,0.9931182861328125
39,2,2,6,0,0,1,4.336182987871123,2,26,0,0,3,0.9751715660095215
28,2,1,0,0,0,1,4.0836169753972325,2,10,0,0,4,0.9945124387741089
45,2,2,6,0,0,1,4.124613375544554,1,13,0,0,5,0.9204918742179871
52,2,4,18,0,0,1,4.496032208850887,2,10,0,0,3,0.9803909063339233
39,2,1,4,0,0,1,4.3236131161871985,1,8,0,0,2,0.897016704082489
49,2,2,6,0,0,1,4.333199894738245,1,13,0,0,2,0.6050511598587036
29,2,0,0,0,0,1,4.1852301329094015,1,8,0,0,2,0.981279730796814
32,2,0,2,0,0,1,4.093139062229566,1,3,0,0,2,0.9901060461997986
37,2,0,0,0,0,1,4.1317695012795665,2,10,0,0,6,0.9420033097267151
26,2,0,5,0,0,1,4.132944044980958,1,8,0,0,0,0.9911999106407166
31,2,0,0,0,0,1,3.9937305842314763,0,0,0,0,2,0.9992507100105286
45,2,2,6,0,0,1,4.4003105301349255,1,13,0,0,2,0.9765240550041199
41,2,2,6,0,0,1,3.9787879799112345,1,2,0,0,2,0.9800639152526855
41,2,0,0,0,0,1,4.247557492317426,1,8,0,0,3,0.9168123006820679
35,2,0,0,0,0,1,4.171860873964196,0,0,0,0,2,0.9992507100105286
31,2,0,3,0,0,1,4.260332600569877,1,8,0,0,1,0.9920092821121216
30,2,1,0,0,0,1,4.0062389286533895,1,9,0,0,9,0.9960861206054688
32,2,1,0,0,0,1,3.8667292966721747,1,10,0,0,3,0.9970183372497559
25,1,1,0,0,0,0,3.433269689515107,0,0,0,0,0,0.9384305477142334
33,1,1,8,0,0,0,3.861983513035609,0,0,0,0,0,0.9384305477142334
40,2,3,0,0,0,1,4.046439344671015,0,0,0,0,0,0.9964790940284729
25,1,0,0,0,0,0,3.8634651896016465,7,28,0,0,7,0.9739066958427429
39,2,1,0,0,0,1,4.2336188853070205,0,0,0,0,13,0.9941786527633667
44,2,1,3,0,0,1,4.3736489479369025,0,0,0,0,13,0.9941786527633667
30,2,1,0,0,0,1,4.072905595320056,1,3,1,0,5,0.9995243549346924
67,1,0,6,0,0,0,4.974754631073238,1,15,0,0,10,0.99797123670578
29,2,0,0,0,0,1,4.090234012145144,1,1,1,0,0,0.9814510941505432
35,2,1,0,0,0,1,4.01158543183743,0,0,0,0,3,0.8874478340148926
37,2,1,0,0,0,1,4.003259028248122,0,0,0,0,3,0.8874478340148926
34,2,1,0,0,0,1,4.101881223476018,0,0,0,0,3,0.9894038438796997
32,2,1,0,0,0,1,4.038909765557392,0,0,0,0,3,0.9894038438796997
93,5,2,17,0,0,3,5.024448903144395,0,0,0,0,1,0.9945841431617737
22,1,2,0,0,0,0,3.7544418457133446,1,1,0,0,0,0.9961037635803223
28,2,0,0,0,0,1,4.03914867190307,1,2,1,0,1,0.9717279672622681
78,4,6,9,0,0,3,4.802726058711679,0,1,0,0,0,0.993948221206665
57,2,2,0,0,0,1,4.4821230236438465,0,0,0,0,0,0.8786362409591675
49,2,2,0,0,0,1,4.394823364302609,0,0,0,0,0,0.8786362409591675
53,2,2,0,0,0,1,4.585857718469221,0,0,0,0,0,0.8786362409591675
31,2,1,0,0,0,1,4.091135423220312,0,0,0,0,10,0.9951468110084534
33,2,1,0,0,0,1,4.089552452560668,0,0,0,0,10,0.9951468110084534
59,2,1,0,0,0,1,4.374712762739331,0,0,0,0,0,0.9588030576705933
33,2,2,1,0,0,1,4.104407755459851,0,3,0,1,8,0.9956799745559692
32,2,2,1,0,0,1,4.093139062229566,0,3,0,1,8,0.9956799745559692
25,2,0,2,0,0,1,3.943465189601646,1,23,1,0,0,0.7148751616477966
39,2,0,3,0,0,1,4.419391000636162,0,0,0,1,0,0.7006426453590393
34,2,0,0,0,0,1,3.8780682683455234,1,3,1,0,5,0.9995243549346924
24,2,0,0,0,0,1,3.8553885422075345,1,3,1,0,5,0.9995243549346924
40,2,1,1,0,0,1,4.125070520364181,0,0,0,0,2,0.988116979598999
233,2,2,21,0,0,1,5.821906052264689,0,1,0,1,3,0.9772217273712158
199,2,2,11,0,0,1,5.7040221742538115,0,0,0,0,0,0.9995619654655457
27,1,0,0,0,0,0,3.838039816898156,0,0,0,0,0,0.6130987405776978
34,2,2,0,0,0,1,4.101881223476019,0,0,0,0,24,0.9990662932395935
32,2,2,0,0,0,1,4.125,0,0,0,0,24,0.9990662932395935
43,2,0,0,0,0,1,4.144417883102941,0,0,0,0,1,0.9866340160369873
36,2,0,0,0,0,1,4.204511459715548,0,0,0,0,1,0.9627029299736023
38,2,0,0,0,0,1,4.208196592277087,0,0,0,0,1,0.9627029299736023
42,2,3,0,0,0,1,4.27280432733462,0,0,0,0,24,0.9966481328010559
40,2,3,0,0,0,1,4.296439344671016,0,0,0,0,24,0.9966481328010559
33,2,1,0,0,0,1,4.2107645737727895,0,0,0,0,3,0.9834117889404297
31,2,1,0,0,0,1,4.15565155225257,0,0,0,0,3,0.9834117889404297
38,2,1,0,0,0,1,4.293594289588575,0,0,0,0,0,0.94515460729599
40,2,1,0,0,0,1,4.265311532225102,0,0,0,0,0,0.94515460729599
41,2,2,0,0,0,1,4.006720834246031,0,0,0,5,3,0.987509548664093
24,1,1,0,0,0,0,3.6531071683628116,0,0,0,0,0,0.6130987405776978
26,1,0,0,0,0,0,4.2098671219040344,0,0,0,0,0,0.6130987405776978
20,1,1,0,0,0,0,3.821928094887362,0,0,0,0,0,0.6130987405776978
32,1,1,1,0,0,0,4.054229296672174,1,2,0,1,16,0.9956965446472168
38,2,1,1,0,0,0,4.02780835616463,1,2,0,1,16,0.9956965446472168
38,2,2,0,0,0,1,4.0105709342684825,0,0,0,0,22,0.9321133494377136
42,2,3,0,0,0,1,4.064354624902157,0,0,0,0,15,0.9972572922706604
36,2,0,0,0,0,1,3.7736843762620227,0,0,0,0,0,0.9964790940284729
