url_length,num_dots,num_hyphens,num_digits,has_at_symbol,has_ip,num_subdomains,entropy,num_forms,num_inputs,has_password,num_iframes,keyword_score,bert_score
17,1,0,0,0,0,0,3.4548223999466066,1,9,0,0,0.0,0.00017398595809936523
19,1,0,0,0,0,0,3.681880802803402,1,4,1,0,0.13333333333333333,0.00022155046463012695
21,1,0,0,0,0,0,3.916126946588283,1,34,0,0,0.06666666666666667,0.00023955106735229492
14,1,0,0,0,0,0,3.521640636343319,0,0,0,0,0,0
18,1,0,0,0,0,0,3.5724312513221195,0,1,0,1,0.0,0.00021976232528686523
16,1,0,0,0,0,0,3.452819531114783,1,5,0,0,0.0,0.0008424520492553711
20,1,0,0,0,0,0,3.6841837197791887,2,4,0,0,0.13333333333333333,0.0013198256492614746
20,1,0,0,0,0,0,3.7841837197791883,0,0,0,0,0.0,0
16,1,0,0,0,0,0,3.452819531114783,1,4,1,0,0.13333333333333333,0.00022155046463012695
17,1,0,0,0,0,0,3.4992275471326932,0,0,0,0,0.0,0.0004892349243164062
19,1,0,0,0,0,0,3.8268748818646365,2,4,0,1,0.13333333333333333,0.09726226329803467
22,1,0,0,0,0,0,3.732158891364569,1,10,0,0,0.0,0.0012857913970947266
17,1,0,0,0,0,0,3.4992275471326932,0,0,0,0,0,0
15,1,0,0,0,0,0,3.640223928941851,0,0,0,0,0.0,0.00012254714965820312
16,1,0,0,0,0,0,3.75,2,2,0,0,0.0,0.0006626248359680176
20,1,0,0,0,0,0,3.7841837197791888,1,4,0,0,0.0,0.0001513957977294922
17,1,0,0,0,0,0,3.5724694587701364,5,13,0,0,0.06666666666666667,0.015133202075958252
15,1,0,0,0,0,0,3.640223928941851,0,1,0,0,0.0,0.006501197814941406
22,1,0,0,0,0,0,3.879664004902594,0,0,0,1,0.0,0.0005067586898803711
18,1,0,0,0,0,0,3.794653473544342,0,2,0,0,0.06666666666666667,0.0003534555435180664
17,1,0,0,0,0,0,3.4992275471326932,0,0,0,1,0.06666666666666667,0.0001024007797241211
19,1,0,0,0,0,0,3.2608281712244547,0,0,0,0,0.06666666666666667,6.687641143798828e-05
20,1,0,0,0,0,0,3.584183719779189,1,1,0,1,0.0,0.001475989818572998
18,1,0,0,0,0,0,3.7254805569978675,0,0,0,0,0.06666666666666667,0.001040339469909668
15,1,0,0,0,0,0,3.323231428797621,0,1,0,0,0.0,0.00021976232528686523
19,1,0,0,0,0,0,3.6818808028034016,0,0,0,1,0.0,0.0002402663230895996
20,1,0,0,0,0,0,3.621928094887362,0,0,0,0,0.0,0.4211374521255493
17,1,0,0,0,0,0,3.6168746059562227,0,0,0,0,0.0,0
16,1,0,0,0,0,0,3.625,1,2,0,0,0.06666666666666667,0.15371382236480713
16,1,0,0,0,0,0,3.327819531114783,2,8,0,0,0.0,0.0008480548858642578
28,1,0,0,0,0,0,3.994680368408909,1,9,0,0,0.0,0.00017398595809936523
12,1,0,0,0,0,0,3.2516291673878226,1,1,0,0,0.0,1.1444091796875e-05
14,1,0,0,0,0,0,3.3787834934861767,0,0,0,0,0.0,0
18,1,0,0,0,0,0,3.5724312513221195,0,0,0,0,0.0,0.0001266002655029297
17,1,0,0,0,0,0,3.2639334294856344,0,1,0,0,0.0,0.00026744604110717773
16,1,0,0,0,0,0,3.452819531114783,2,2,0,0,0.06666666666666667,0.00037276744842529297
16,1,0,0,0,0,0,3.5,0,0,0,2,0.13333333333333333,0.0008443593978881836
14,1,0,0,0,0,0,3.182005814760214,0,0,0,0,0.0,0.010620653629302979
16,1,0,0,0,0,0,3.625,0,0,0,0,0.06666666666666667,0.00029462575912475586
18,1,0,0,0,0,0,3.614369445886757,0,0,0,0,0.0,0.00021129846572875977
14,1,0,0,0,0,0,3.378783493486176,0,9,0,0,0.06666666666666667,0.00028258562088012695
17,1,0,0,0,0,0,3.572469458770136,0,0,0,0,0.0,0
12,1,0,0,0,0,0,3.2516291673878226,0,0,0,0,0.0,9.918212890625e-05
24,1,0,0,0,0,0,3.9182958340544896,0,0,0,0,0.06666666666666667,4.303455352783203e-05
16,1,0,0,0,0,0,3.5,0,1,0,0,0.0,0.013713061809539795
17,1,0,0,0,0,0,3.4548223999466066,1,6,0,0,0.06666666666666667,0.014091074466705322
25,1,1,0,0,0,0,4.163856189774723,0,0,0,0,0.13333333333333333,0.00016748905181884766
18,1,0,0,0,0,0,3.7254805569978675,7,107,0,1,0.06666666666666667,0.00032901763916015625
16,1,0,0,0,0,0,3.5,1,7,0,1,0.06666666666666667,0.00042885541915893555
13,1,0,0,0,0,0,3.3927474104487847,0,0,0,0,0,0
13,1,0,0,0,0,0,3.180832987205441,2,10,0,0,0.0,0.0001868605613708496
20,1,0,0,0,0,0,3.721928094887362,1,2,0,0,0.0,0.0002873539924621582
16,1,0,0,0,0,0,3.625,0,2,0,0,0.13333333333333333,8.96453857421875e-05
22,1,0,0,0,0,0,3.845350936622435,0,0,0,0,0.0,0.0006068944931030273
27,1,1,0,0,0,0,4.032303242743954,0,0,0,1,0.0,0.0004999637603759766
18,1,0,0,0,0,0,3.7254805569978675,2,4,0,0,0.0,0.00023633241653442383
13,1,0,0,0,0,0,3.3927474104487847,0,0,0,0,0.0,0.0008547306060791016
16,1,0,0,0,0,0,3.577819531114783,1,5,0,0,0.0,0.00036466121673583984
17,1,0,0,0,0,0,3.381580488309164,1,2,0,0,0.06666666666666667,0.00017178058624267578
19,1,0,0,0,0,0,3.5368867237421666,0,0,0,0,0.06666666666666667,0.000747382640838623
18,1,0,1,0,0,0,3.794653473544342,0,0,0,0,0.0,0.0003298521041870117
16,1,1,0,0,0,0,3.452819531114783,0,0,0,0,0.0,0.00011014938354492188
16,1,0,0,0,0,0,3.375,0,0,0,0,0.0,0.0003142356872558594
11,1,0,0,0,0,0,2.8453509366224368,0,0,0,0,0.13333333333333333,0.0003159046173095703
13,1,0,0,0,0,0,3.3927474104487847,0,0,0,0,0.06666666666666667,0.03115767240524292
17,1,0,0,0,0,0,3.6168746059562227,0,0,0,0,0.0,0.00016963481903076172
17,1,0,0,0,0,0,3.4548223999466066,2,3,0,1,0.0,0.00024074316024780273
19,1,0,0,0,0,0,3.4713544870139286,0,1,0,0,0.06666666666666667,6.651878356933594e-05
16,1,0,0,0,0,0,3.327819531114783,0,0,0,0,0.13333333333333333,0.05625784397125244
18,1,0,0,0,0,0,3.5724312513221195,0,0,0,0,0.06666666666666667,0.0010175108909606934
17,1,0,0,0,0,0,3.4992275471326932,0,0,0,0,0.0,0.38998788595199585
13,1,0,1,0,0,0,3.3927474104487847,0,2,0,0,0.13333333333333333,0.00011682510375976562
19,1,0,0,0,0,0,3.5368867237421666,0,2,0,0,0.06666666666666667,0.0018147826194763184
18,1,0,0,0,0,0,3.350209029099897,0,0,0,0,0.0,0.00012254714965820312
